sensor_type,device_type,timestamps,x,y,z
Magnetometer,smartphone,1529657275137000000,11.079407,-15.692139,-57.611084
Magnetometer,smartphone,1529657275147000000,10.658264,-14.31427,-58.602905
Magnetometer,smartphone,1529657275157000000,10.844421,-14.859009,-59.239197
Magnetometer,smartphone,1529657275167000000,12.246704,-14.581299,-58.462524
Magnetometer,smartphone,1529657275176000000,11.5737915,-13.987732,-58.78601
Magnetometer,smartphone,1529657275186000000,11.769104,-12.141418,-58.02307
Magnetometer,smartphone,1529657275196000000,11.7630005,-12.136841,-58.5083
Magnetometer,smartphone,1529657275206000000,10.812378,-12.182617,-59.458923
Magnetometer,smartphone,1529657275215000000,10.676575,-12.057495,-57.03888
Magnetometer,smartphone,1529657275226000000,12.693787,-12.332153,-60.455322
Magnetometer,smartphone,1529657275236000000,14.144897,-12.728882,-59.503174
Magnetometer,smartphone,1529657275246000000,12.005615,-13.487244,-59.127808
Magnetometer,smartphone,1529657275255000000,9.896851,-12.509155,-59.274292
Magnetometer,smartphone,1529657275265000000,12.271118,-12.838745,-59.469604
Magnetometer,smartphone,1529657275275000000,12.136841,-13.352966,-60.585022
Magnetometer,smartphone,1529657275285000000,11.593628,-14.256287,-58.781433
Magnetometer,smartphone,1529657275295000000,13.310242,-14.13269,-58.813477
Magnetometer,smartphone,1529657275304000000,13.73291,-15.895081,-59.910583
Magnetometer,smartphone,1529657275314000000,10.816956,-16.596985,-58.555603
Magnetometer,smartphone,1529657275324000000,12.208557,-16.313171,-58.584595
Magnetometer,smartphone,1529657275334000000,13.026428,-16.781616,-58.589172
Magnetometer,smartphone,1529657275344000000,14.057922,-18.197632,-59.220886
Magnetometer,smartphone,1529657275354000000,14.633179,-17.062378,-56.996155
Magnetometer,smartphone,1529657275364000000,15.296936,-19.918823,-57.429504
Magnetometer,smartphone,1529657275373000000,14.315796,-19.303894,-57.26471
Magnetometer,smartphone,1529657275383000000,15.483093,-20.07904,-55.976868
Magnetometer,smartphone,1529657275393000000,18.206787,-20.715332,-54.87976
Magnetometer,smartphone,1529657275403000000,17.388916,-20.245361,-55.036926
Magnetometer,smartphone,1529657275413000000,19.288635,-20.536804,-55.22461
Magnetometer,smartphone,1529657275423000000,19.406128,-22.151184,-54.867554
Magnetometer,smartphone,1529657275433000000,19.744873,-22.322083,-53.741455
Magnetometer,smartphone,1529657275442000000,19.33136,-23.2193,-54.197693
Magnetometer,smartphone,1529657275452000000,21.058655,-22.846985,-51.815796
Magnetometer,smartphone,1529657275462000000,19.412231,-22.155762,-54.38385
Magnetometer,smartphone,1529657275471000000,21.148682,-22.428894,-55.05371
Magnetometer,smartphone,1529657275481000000,21.395874,-23.527527,-53.9032
Magnetometer,smartphone,1529657275491000000,19.125366,-22.40448,-53.567505
Magnetometer,smartphone,1529657275501000000,22.67456,-23.771667,-53.274536
Magnetometer,smartphone,1529657275511000000,21.24176,-23.390198,-52.774048
Magnetometer,smartphone,1529657275521000000,19.650269,-21.105957,-54.57306
Magnetometer,smartphone,1529657275531000000,19.522095,-19.737244,-57.344055
Magnetometer,smartphone,1529657275541000000,19.9646,-19.372559,-57.521057
Magnetometer,smartphone,1529657275550000000,18.019104,-18.539429,-57.989502
Magnetometer,smartphone,1529657275560000000,17.597961,-19.047546,-56.84204
Magnetometer,smartphone,1529657275570000000,17.887878,-16.65802,-58.029175
Magnetometer,smartphone,1529657275580000000,16.29181,-16.386414,-58.65326
Magnetometer,smartphone,1529657275590000000,16.316223,-14.9002075,-61.106873
Magnetometer,smartphone,1529657275600000000,14.981079,-13.465881,-59.501648
Magnetometer,smartphone,1529657275609000000,13.357544,-11.0321045,-63.076782
Magnetometer,smartphone,1529657275619000000,9.492493,-9.767151,-64.00757
Magnetometer,smartphone,1529657275629000000,6.9366455,-8.641052,-61.245728
Magnetometer,smartphone,1529657275639000000,6.1798096,-6.965637,-62.399292
Magnetometer,smartphone,1529657275648000000,6.236267,-5.5023193,-62.27112
Magnetometer,smartphone,1529657275658000000,5.6503296,-4.10614,-63.74359
Magnetometer,smartphone,1529657275668000000,4.1641235,-3.048706,-63.74054
Magnetometer,smartphone,1529657275678000000,3.3447266,-2.3223877,-62.452698
Magnetometer,smartphone,1529657275689000000,0.94451904,-1.9729614,-64.35547
Magnetometer,smartphone,1529657275698000000,1.9393921,-0.19989014,-62.635803
Magnetometer,smartphone,1529657275708000000,0.31585693,0.3479004,-64.07318
Magnetometer,smartphone,1529657275718000000,-0.7888794,0.6958008,-62.609863
Magnetometer,smartphone,1529657275727000000,-0.73547363,-0.23651123,-63.55896
Magnetometer,smartphone,1529657275737000000,0.8010864,0.29907227,-63.111877
Magnetometer,smartphone,1529657275747000000,-1.9210815,-0.95214844,-61.909485
Magnetometer,smartphone,1529657275757000000,-3.930664,-1.5762329,-62.991333
Magnetometer,smartphone,1529657275767000000,-5.155945,-2.2628784,-64.56909
Magnetometer,smartphone,1529657275777000000,-5.7373047,-2.7557373,-63.580322
Magnetometer,smartphone,1529657275786000000,-7.688904,-6.3293457,-63.952637
Magnetometer,smartphone,1529657275797000000,-10.211182,-5.7373047,-61.502075
Magnetometer,smartphone,1529657275806000000,-10.636902,-9.022522,-63.682556
Magnetometer,smartphone,1529657275816000000,-12.832642,-8.847046,-62.680054
Magnetometer,smartphone,1529657275826000000,-14.451599,-10.189819,-61.494446
Magnetometer,smartphone,1529657275836000000,-15.67688,-10.493469,-60.821533
Magnetometer,smartphone,1529657275845000000,-16.871643,-10.946655,-58.37097
Magnetometer,smartphone,1529657275856000000,-18.695068,-11.732483,-58.000183
Magnetometer,smartphone,1529657275865000000,-17.359924,-12.910461,-58.15735
Magnetometer,smartphone,1529657275875000000,-19.691467,-13.249207,-58.27179
Magnetometer,smartphone,1529657275885000000,-20.213318,-12.409973,-57.637024
Magnetometer,smartphone,1529657275895000000,-22.457886,-11.560059,-56.809998
Magnetometer,smartphone,1529657275905000000,-24.906921,-12.17041,-55.142212
Magnetometer,smartphone,1529657275914000000,-26.104736,-12.876892,-54.460144
Magnetometer,smartphone,1529657275924000000,-27.609253,-13.818359,-54.57611
Magnetometer,smartphone,1529657275934000000,-29.40979,-14.619446,-52.4292
Magnetometer,smartphone,1529657275944000000,-32.45392,-15.840149,-51.705933
Magnetometer,smartphone,1529657275954000000,-32.788086,-15.162659,-49.456787
Magnetometer,smartphone,1529657275964000000,-36.701965,-17.37976,-48.535156
Magnetometer,smartphone,1529657275974000000,-36.447144,-16.470337,-48.07434
Magnetometer,smartphone,1529657275984000000,-39.4104,-16.371155,-46.0907
Magnetometer,smartphone,1529657275994000000,-42.13257,-17.23938,-42.63611
Magnetometer,smartphone,1529657276003000000,-42.095947,-15.507507,-42.514038
Magnetometer,smartphone,1529657276012000000,-44.029236,-16.82434,-41.322327
Magnetometer,smartphone,1529657276022000000,-47.4411,-14.689636,-38.72986
Magnetometer,smartphone,1529657276033000000,-47.42737,-14.955139,-39.04724
Magnetometer,smartphone,1529657276043000000,-48.710632,-14.0686035,-36.302185
Magnetometer,smartphone,1529657276052000000,-49.160767,-14.173889,-35.162354
Magnetometer,smartphone,1529657276062000000,-49.061584,-13.380432,-35.342407
Magnetometer,smartphone,1529657276072000000,-50.253296,-11.820984,-34.065247
Magnetometer,smartphone,1529657276082000000,-52.212524,-12.992859,-34.16748
Magnetometer,smartphone,1529657276092000000,-51.21765,-11.602783,-34.700012
Magnetometer,smartphone,1529657276101000000,-52.505493,-11.222839,-35.331726
Magnetometer,smartphone,1529657276112000000,-51.235962,-9.191895,-35.39734
Magnetometer,smartphone,1529657276121000000,-53.486633,-8.340454,-34.8938
Magnetometer,smartphone,1529657276131000000,-52.56195,-6.0058594,-35.928345
Magnetometer,smartphone,1529657276141000000,-52.08893,-6.045532,-35.935974
Magnetometer,smartphone,1529657276151000000,-53.144836,-4.73938,-37.882996
Magnetometer,smartphone,1529657276161000000,-52.789307,-3.4179688,-39.85443
Magnetometer,smartphone,1529657276171000000,-53.105164,-3.3920288,-39.849854
Magnetometer,smartphone,1529657276181000000,-51.361084,-1.4007568,-39.923096
Magnetometer,smartphone,1529657276190000000,-51.197815,-1.5457153,-40.245056
Magnetometer,smartphone,1529657276200000000,-52.833557,-0.73547363,-41.041565
Magnetometer,smartphone,1529657276209000000,-52.027893,1.4572144,-39.65149
Magnetometer,smartphone,1529657276220000000,-49.925232,0.22888184,-41.59546
Magnetometer,smartphone,1529657276229000000,-51.11847,1.6601562,-41.122437
Magnetometer,smartphone,1529657276239000000,-51.45874,3.718567,-44.551086
Magnetometer,smartphone,1529657276249000000,-50.604248,2.7114868,-44.543457
Magnetometer,smartphone,1529657276259000000,-49.391174,3.6621094,-42.486572
Magnetometer,smartphone,1529657276268000000,-48.510742,4.396057,-43.32428
Magnetometer,smartphone,1529657276278000000,-49.456787,4.6035767,-42.50641
Magnetometer,smartphone,1529657276288000000,-49.316406,4.473877,-44.604492
Magnetometer,smartphone,1529657276298000000,-49.357605,5.014038,-44.937134
Magnetometer,smartphone,1529657276308000000,-50.117493,4.8049927,-44.11316
Magnetometer,smartphone,1529657276318000000,-48.901367,5.241394,-44.789124
Magnetometer,smartphone,1529657276328000000,-50.102234,6.806946,-44.319153
Magnetometer,smartphone,1529657276337000000,-49.86267,7.6019287,-45.95337
Magnetometer,smartphone,1529657276347000000,-49.513245,7.295227,-44.662476
Magnetometer,smartphone,1529657276357000000,-48.631287,8.027649,-45.33844
Magnetometer,smartphone,1529657276367000000,-49.47052,6.626892,-44.970703
Magnetometer,smartphone,1529657276377000000,-47.413635,6.323242,-45.321655
Magnetometer,smartphone,1529657276387000000,-48.428345,6.8344116,-48.542786
Magnetometer,smartphone,1529657276396000000,-47.49298,7.019043,-47.917175
Magnetometer,smartphone,1529657276406000000,-47.055054,5.3726196,-47.08252
Magnetometer,smartphone,1529657276416000000,-46.76819,5.622864,-47.898865
Magnetometer,smartphone,1529657276426000000,-44.685364,4.663086,-49.850464
Magnetometer,smartphone,1529657276436000000,-44.59076,3.4469604,-49.017334
Magnetometer,smartphone,1529657276445000000,-42.747498,1.5655518,-50.13733
Magnetometer,smartphone,1529657276456000000,-42.23938,1.3748169,-48.205566
Magnetometer,smartphone,1529657276466000000,-42.41028,1.0131836,-51.42212
Magnetometer,smartphone,1529657276476000000,-39.553833,0.50964355,-51.620483
Magnetometer,smartphone,1529657276485000000,-41.052246,-0.5630493,-52.05536
Magnetometer,smartphone,1529657276495000000,-40.933228,-2.4353027,-52.98462
Magnetometer,smartphone,1529657276504000000,-39.775085,-3.2043457,-52.503967
Magnetometer,smartphone,1529657276515000000,-41.93878,-1.5487671,-53.149414
Magnetometer,smartphone,1529657276525000000,-40.135193,-2.7633667,-53.797913
Magnetometer,smartphone,1529657276535000000,-40.32898,-4.3563843,-52.9541
Magnetometer,smartphone,1529657276544000000,-39.82849,-4.7973633,-53.11432
Magnetometer,smartphone,1529657276554000000,-39.00299,-5.5267334,-53.918457
Magnetometer,smartphone,1529657276564000000,-38.949585,-6.4590454,-54.867554
Magnetometer,smartphone,1529657276574000000,-39.068604,-4.586792,-53.938293
Magnetometer,smartphone,1529657276584000000,-37.591553,-5.3848267,-53.138733
Magnetometer,smartphone,1529657276593000000,-36.309814,-6.2698364,-56.045532
Magnetometer,smartphone,1529657276604000000,-36.14044,-5.7800293,-52.186584
Magnetometer,smartphone,1529657276613000000,-35.871887,-5.645752,-55.09796
Magnetometer,smartphone,1529657276623000000,-35.243225,-5.441284,-53.822327
Magnetometer,smartphone,1529657276633000000,-35.542297,-5.937195,-55.581665
Magnetometer,smartphone,1529657276643000000,-34.60388,-5.6274414,-53.990173
Magnetometer,smartphone,1529657276652000000,-35.59723,-5.004883,-54.63257
Magnetometer,smartphone,1529657276662000000,-33.459473,-4.244995,-55.169678
Magnetometer,smartphone,1529657276672000000,-33.29315,-4.1366577,-53.723145
Magnetometer,smartphone,1529657276682000000,-33.721924,-4.8950195,-54.667664
Magnetometer,smartphone,1529657276692000000,-33.494568,-3.9642334,-56.466675
Magnetometer,smartphone,1529657276701000000,-35.3714,-3.817749,-55.14679
Magnetometer,smartphone,1529657276711000000,-36.010742,-3.503418,-54.336548
Magnetometer,smartphone,1529657276722000000,-35.3302,-4.1030884,-53.36609
Magnetometer,smartphone,1529657276731000000,-35.395813,-3.161621,-53.385925
Magnetometer,smartphone,1529657276741000000,-35.932922,-4.4525146,-53.349304
Magnetometer,smartphone,1529657276751000000,-37.121582,-3.024292,-52.552795
Magnetometer,smartphone,1529657276760000000,-40.400696,-3.1555176,-52.009583
Magnetometer,smartphone,1529657276770000000,-41.41693,-4.019165,-50.19989
Magnetometer,smartphone,1529657276780000000,-43.081665,-2.2949219,-48.110962
Magnetometer,smartphone,1529657276790000000,-45.7489,-4.223633,-46.24939
Magnetometer,smartphone,1529657276800000000,-48.809814,-2.7801514,-44.45343
Magnetometer,smartphone,1529657276810000000,-49.072266,-3.0471802,-41.700745
Magnetometer,smartphone,1529657276819000000,-52.131653,-1.8585205,-41.35132
Magnetometer,smartphone,1529657276829000000,-53.782654,-1.902771,-35.35309
Magnetometer,smartphone,1529657276839000000,-55.267334,-0.33416748,-32.295227
Magnetometer,smartphone,1529657276849000000,-56.077576,-2.0111084,-31.115723
Magnetometer,smartphone,1529657276859000000,-57.574463,-0.050354004,-26.776123
Magnetometer,smartphone,1529657276869000000,-60.66742,1.7974854,-25.312805
Magnetometer,smartphone,1529657276878000000,-62.07428,2.1621704,-22.71576
Magnetometer,smartphone,1529657276888000000,-63.05847,3.4164429,-19.013977
Magnetometer,smartphone,1529657276898000000,-61.117554,2.5878906,-19.029236
Magnetometer,smartphone,1529657276908000000,-62.109375,3.718567,-16.616821
Magnetometer,smartphone,1529657276919000000,-62.576294,4.3914795,-12.266541
Magnetometer,smartphone,1529657276928000000,-63.372803,3.9535522,-15.95459
Magnetometer,smartphone,1529657276938000000,-63.29193,5.015564,-16.140747
Magnetometer,smartphone,1529657276948000000,-64.549255,5.3726196,-14.1922
Magnetometer,smartphone,1529657276958000000,-63.450623,5.2856445,-14.692688
Magnetometer,smartphone,1529657276967000000,-62.960815,4.977417,-14.855957
Magnetometer,smartphone,1529657276977000000,-61.80725,6.098938,-16.835022
Magnetometer,smartphone,1529657276987000000,-61.953735,5.593872,-18.919373
Magnetometer,smartphone,1529657276997000000,-63.04016,5.41687,-18.89801
Magnetometer,smartphone,1529657277006000000,-62.823486,4.852295,-17.274475
Magnetometer,smartphone,1529657277016000000,-62.22229,5.331421,-16.65039
Magnetometer,smartphone,1529657277026000000,-61.94153,3.3157349,-18.063354
Magnetometer,smartphone,1529657277037000000,-61.553955,4.35791,-18.899536
Magnetometer,smartphone,1529657277046000000,-62.30774,3.8879395,-19.038391
Magnetometer,smartphone,1529657277056000000,-63.183594,5.293274,-18.569946
Magnetometer,smartphone,1529657277066000000,-61.72943,4.512024,-19.544983
Magnetometer,smartphone,1529657277075000000,-63.01117,5.014038,-18.888855
Magnetometer,smartphone,1529657277086000000,-62.986755,4.740906,-18.399048
Magnetometer,smartphone,1529657277095000000,-61.961365,3.5842896,-18.069458
Magnetometer,smartphone,1529657277105000000,-63.246155,3.8345337,-19.181824
Magnetometer,smartphone,1529657277115000000,-62.542725,2.581787,-20.133972
Magnetometer,smartphone,1529657277124000000,-62.2818,3.6148071,-18.548584
Magnetometer,smartphone,1529657277134000000,-62.590027,3.1265259,-20.951843
Magnetometer,smartphone,1529657277144000000,-61.60736,2.6382446,-20.3125
Magnetometer,smartphone,1529657277155000000,-62.649536,3.8070679,-21.93451
Magnetometer,smartphone,1529657277164000000,-62.313843,3.3828735,-22.576904
Magnetometer,smartphone,1529657277174000000,-61.782837,2.7923584,-20.959473
Magnetometer,smartphone,1529657277184000000,-61.50818,3.050232,-22.744751
Magnetometer,smartphone,1529657277193000000,-62.12616,2.8381348,-23.213196
Magnetometer,smartphone,1529657277204000000,-62.971497,1.5686035,-22.525024
Magnetometer,smartphone,1529657277213000000,-62.67395,1.8096924,-22.535706
Magnetometer,smartphone,1529657277223000000,-62.612915,0.61798096,-24.285889
Magnetometer,smartphone,1529657277233000000,-62.731934,2.4887085,-23.356628
Magnetometer,smartphone,1529657277243000000,-62.857056,1.713562,-25.273132
Magnetometer,smartphone,1529657277252000000,-61.476135,2.5161743,-23.216248
Magnetometer,smartphone,1529657277262000000,-62.705994,2.470398,-21.258545
Magnetometer,smartphone,1529657277272000000,-63.253784,2.9464722,-24.971008
Magnetometer,smartphone,1529657277282000000,-62.625122,2.6412964,-26.750183
Magnetometer,smartphone,1529657277292000000,-61.454773,1.6082764,-26.747131
Magnetometer,smartphone,1529657277302000000,-61.831665,4.3304443,-29.220581
Magnetometer,smartphone,1529657277312000000,-60.702515,3.5812378,-30.99823
Magnetometer,smartphone,1529657277322000000,-59.632874,3.7704468,-32.31201
Magnetometer,smartphone,1529657277332000000,-59.12323,5.2078247,-33.80432
Magnetometer,smartphone,1529657277341000000,-59.407043,7.2265625,-32.713318
Magnetometer,smartphone,1529657277351000000,-58.21228,8.189392,-32.110596
Magnetometer,smartphone,1529657277361000000,-56.9458,9.968567,-33.944702
Magnetometer,smartphone,1529657277371000000,-54.844666,10.498047,-38.83362
Magnetometer,smartphone,1529657277381000000,-53.118896,10.23407,-40.470886
Magnetometer,smartphone,1529657277390000000,-52.607727,11.669922,-41.801453
Magnetometer,smartphone,1529657277400000000,-49.450684,11.279297,-42.49115
Magnetometer,smartphone,1529657277410000000,-48.45276,14.553833,-45.00122
Magnetometer,smartphone,1529657277420000000,-47.991943,14.523315,-45.976257
Magnetometer,smartphone,1529657277429000000,-46.06476,15.716553,-48.454285
Magnetometer,smartphone,1529657277439000000,-43.77289,14.578247,-47.016907
Magnetometer,smartphone,1529657277449000000,-42.866516,16.7984,-50.146484
Magnetometer,smartphone,1529657277460000000,-44.50836,15.727234,-49.449158
Magnetometer,smartphone,1529657277469000000,-42.05017,13.9328,-51.065063
Magnetometer,smartphone,1529657277479000000,-41.619873,14.434814,-51.568604
Magnetometer,smartphone,1529657277489000000,-40.93933,13.453674,-52.848816
Magnetometer,smartphone,1529657277498000000,-39.12201,11.592102,-56.066895
Magnetometer,smartphone,1529657277508000000,-37.846375,11.09314,-57.206726
Magnetometer,smartphone,1529657277518000000,-36.012268,11.61499,-58.216858
Magnetometer,smartphone,1529657277528000000,-33.462524,11.004639,-58.569336
Magnetometer,smartphone,1529657277538000000,-31.391907,10.437012,-59.23767
Magnetometer,smartphone,1529657277547000000,-28.834534,11.578369,-61.72638
Magnetometer,smartphone,1529657277558000000,-27.604675,9.608459,-62.18872
Magnetometer,smartphone,1529657277567000000,-23.924255,10.00824,-67.100525
Magnetometer,smartphone,1529657277577000000,-19.247437,8.787537,-63.441467
Magnetometer,smartphone,1529657277587000000,-17.126465,9.559631,-65.26947
Magnetometer,smartphone,1529657277597000000,-13.108826,9.916687,-68.411255
Magnetometer,smartphone,1529657277607000000,-8.500671,9.382629,-66.54205
Magnetometer,smartphone,1529657277617000000,-5.2383423,12.049866,-66.81671
Magnetometer,smartphone,1529657277627000000,-0.9765625,11.566162,-67.52319
Magnetometer,smartphone,1529657277637000000,2.5741577,12.467957,-67.12036
Magnetometer,smartphone,1529657277646000000,6.7199707,13.851929,-66.57562
Magnetometer,smartphone,1529657277656000000,9.651184,14.543152,-66.63971
Magnetometer,smartphone,1529657277666000000,14.138794,13.230896,-66.36505
Magnetometer,smartphone,1529657277676000000,16.003418,13.348389,-67.20581
Magnetometer,smartphone,1529657277685000000,18.623352,14.573669,-64.05029
Magnetometer,smartphone,1529657277695000000,21.331787,16.345215,-63.328552
Magnetometer,smartphone,1529657277705000000,25.88501,16.744995,-60.67047
Magnetometer,smartphone,1529657277715000000,29.83551,16.410828,-60.246277
Magnetometer,smartphone,1529657277725000000,32.717896,20.555115,-57.481384
Magnetometer,smartphone,1529657277735000000,34.614563,20.904541,-54.29535
Magnetometer,smartphone,1529657277745000000,36.91559,21.51947,-54.992676
Magnetometer,smartphone,1529657277755000000,36.872864,22.444153,-53.237915
Magnetometer,smartphone,1529657277765000000,38.58795,22.695923,-52.626038
Magnetometer,smartphone,1529657277774000000,38.912964,23.04535,-49.57428
Magnetometer,smartphone,1529657277784000000,38.604736,22.685242,-51.335144
Magnetometer,smartphone,1529657277794000000,37.901306,23.808289,-51.02539
Magnetometer,smartphone,1529657277804000000,37.760925,23.68164,-50.375366
Magnetometer,smartphone,1529657277814000000,39.094543,22.76001,-49.24774
Magnetometer,smartphone,1529657277824000000,37.667847,22.883606,-49.710083
Magnetometer,smartphone,1529657277833000000,41.807556,24.272156,-49.650574
Magnetometer,smartphone,1529657277843000000,41.46576,25.212097,-46.598816
Magnetometer,smartphone,1529657277853000000,46.44928,24.099731,-42.947388
Magnetometer,smartphone,1529657277863000000,47.1817,25.221252,-40.725708
Magnetometer,smartphone,1529657277872000000,48.16284,24.990845,-38.801575
Magnetometer,smartphone,1529657277882000000,49.75128,24.980164,-37.21466
Magnetometer,smartphone,1529657277892000000,53.18451,23.724365,-32.888794
Magnetometer,smartphone,1529657277902000000,54.304504,23.620605,-31.614685
Magnetometer,smartphone,1529657277911000000,56.73065,22.613525,-31.311035
Magnetometer,smartphone,1529657277922000000,55.522156,21.916199,-31.5979
Magnetometer,smartphone,1529657277932000000,55.081177,23.81897,-31.147766
Magnetometer,smartphone,1529657277941000000,54.51355,25.201416,-31.169128
Magnetometer,smartphone,1529657277951000000,53.94745,24.313354,-31.140137
